City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
222,Wschowa,PL,51.807,16.3166,51.49,62,100,13.04,overcast clouds
223,Dalvik,IS,65.9702,-18.5286,31.93,80,100,11.81,overcast clouds
224,Lagoa,PT,39.05,-27.9833,59.63,83,100,20.65,overcast clouds
225,Tasiilaq,GL,65.6145,-37.6368,5.16,58,59,6.78,broken clouds
226,Yumen,CN,40.2833,97.2,15.66,50,0,1.74,clear sky
227,Remontnoye,RU,46.5614,43.6501,42.75,93,91,10.13,overcast clouds
228,Weligama,LK,5.9667,80.4167,71.56,90,12,2.33,few clouds
229,Trelew,AR,-43.249,-65.3051,74.46,23,37,18.57,scattered clouds
230,Carnarvon,AU,-24.8667,113.6333,77.31,77,53,4.21,broken clouds
231,Powell,US,40.1578,-83.0752,57.79,90,100,4.63,overcast clouds
232,Dourados,BR,-22.2211,-54.8056,69.1,97,100,7.36,moderate rain
233,Callaguip,PH,18.0714,120.4867,78.82,73,20,8.05,few clouds
234,Sitka,US,57.0531,-135.33,42.69,81,100,4.61,light rain
235,Massakory,TD,12.996,15.7293,67.86,27,0,16.46,clear sky
236,Santa Rosa,PH,14.3122,121.1114,77.09,96,98,15.48,overcast clouds
237,Dalbandin,PK,28.8947,64.4101,43.77,30,39,5.35,scattered clouds
238,Tilichiki,RU,60.4667,166.1,-17.81,92,14,10.04,few clouds
239,Kahului,US,20.8947,-156.47,80.62,76,40,17.27,scattered clouds
240,Bandarbeyla,SO,9.4942,50.8122,75.85,72,94,16.71,overcast clouds
241,Tiznit,MA,29.5833,-9.5,57.42,36,22,2.44,few clouds
242,Geraldton,AU,-28.7667,114.6,84.61,18,48,18.41,scattered clouds
243,Villa Guerrero,MX,18.8667,-99.65,73.27,42,71,6.04,broken clouds
244,Vallenar,CL,-28.5708,-70.7581,77.58,42,0,6.71,clear sky
245,Cidreira,BR,-30.1811,-50.2056,70.95,97,75,2.37,broken clouds
246,Khuzdar,PK,27.7384,66.6434,42.15,31,1,5.77,clear sky
247,Zhigansk,RU,66.7697,123.3711,-21.59,97,100,14.47,overcast clouds
248,Saldanha,ZA,-33.0117,17.9442,59.05,97,9,10.4,clear sky
249,Praia,CV,14.9215,-23.5087,75.74,46,0,16.11,clear sky
250,Lata,PT,40.1629,-8.3327,41.92,91,2,2.51,clear sky
251,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,82,20,12.8,few clouds
252,Awbari,LY,26.5921,12.7805,50.61,52,0,6.26,clear sky
253,Sitangkai,PH,4.6628,119.3928,80.62,81,99,15.9,overcast clouds
254,Santiago Del Estero,AR,-27.7951,-64.2615,87.48,15,4,6.31,clear sky
255,Oranjemund,NA,-28.55,16.4333,64.2,90,1,3.18,clear sky
256,Los Llanos De Aridane,ES,28.6585,-17.9182,61.12,81,75,9.22,broken clouds
257,Llorente,PH,11.4119,125.5458,78.06,92,100,15.64,heavy intensity rain
258,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.4,98,94,1.45,moderate rain
259,Roma,US,43.2128,-75.4557,41.38,85,100,0.0,overcast clouds
260,Dingle,PH,10.9995,122.6711,74.71,94,100,9.71,moderate rain
261,Moron,AR,-34.6534,-58.6198,85.75,23,0,5.97,clear sky
262,Ponta Do Sol,PT,32.6667,-17.1,62.71,67,44,8.79,scattered clouds
263,Sinnamary,GF,5.3833,-52.95,76.6,89,98,8.5,overcast clouds
264,Maebaru,JP,33.55,130.2,33.82,56,19,7.18,few clouds
265,Pevek,RU,69.7008,170.3133,-38.04,100,100,5.26,overcast clouds
266,Phatthalung,TH,7.5,100.0833,74.26,90,97,3.6,overcast clouds
267,Marsa Matruh,EG,31.3525,27.2453,64.6,72,40,11.5,light rain
268,Oliver,CA,49.1831,-119.5524,32.25,74,99,1.14,overcast clouds
269,Dongsheng,CN,39.8161,109.9776,14.05,57,0,6.42,clear sky
270,Cessnock,AU,-32.8333,151.35,80.42,40,3,2.1,clear sky
271,Jiuquan,CN,39.7432,98.5174,14.13,63,0,3.89,clear sky
272,Dzhebariki-Khaya,RU,62.2167,135.8,-51.59,100,87,1.48,overcast clouds
273,Malakal,SS,9.5334,31.6605,79.21,30,12,9.55,few clouds
274,Neustadt,DE,49.7117,12.0872,49.69,79,100,8.05,overcast clouds
275,Kurtalan,TR,37.9272,41.7028,40.24,34,0,1.34,clear sky
276,Inhambane,MZ,-23.865,35.3833,73.98,85,4,2.98,clear sky
277,Jiazi,CN,22.8779,116.067,58.33,83,86,11.86,overcast clouds
278,Saint-Louis,SN,16.3333,-15.0,73.04,12,31,9.57,scattered clouds
279,Mocuba,MZ,-16.8392,36.9856,71.56,97,34,1.07,scattered clouds
280,Picos,BR,-7.0769,-41.4669,76.35,71,100,2.46,overcast clouds
281,Qaqortoq,GL,60.7167,-46.0333,-3.73,64,24,7.05,few clouds
282,Impfondo,CG,1.6381,18.0667,74.14,59,41,1.92,scattered clouds
283,Tura,IN,25.5198,90.2201,54.64,70,0,4.14,clear sky
284,Palmer,US,42.1584,-72.3287,45.77,75,0,3.44,clear sky
285,Lytkarino,RU,55.5814,37.9058,28.29,81,0,6.71,clear sky
286,Kabompo,ZM,-13.5927,24.2008,62.49,98,100,2.93,overcast clouds
287,Bay Roberts,CA,47.5999,-53.2648,33.33,90,100,1.99,overcast clouds
288,Marsh Harbour,BS,26.5412,-77.0636,75.04,79,24,9.69,few clouds
289,Mandello Del Lario,IT,45.9192,9.3193,51.08,96,100,1.01,overcast clouds
290,Ossora,RU,59.2353,163.0719,3.04,95,100,12.82,overcast clouds
