City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
393,Lompoc,US,55.78,haze,34.6391,-120.4579,Embassy Suites by Hilton Lompoc Central Coast
395,Lundin Links,GB,35.67,broken clouds,56.2124,-2.953,Old Manor Hotel
396,Drezdenko,PL,50.45,light rain,52.8383,15.8308,No hotel found
397,Salinopolis,BR,79.0,broken clouds,-0.6136,-47.3561,Hotel Salinópolis
398,Onalaska,US,33.85,clear sky,43.8844,-91.2351,Comfort Inn & Suites
400,San Jose,US,61.25,few clouds,37.3394,-121.895,Hotel De Anza
401,Breves,BR,74.01,broken clouds,-1.6822,-50.4803,No hotel found
402,Manado,ID,86.77,few clouds,1.487,124.8455,Swiss Belhotel
404,Tibati,CM,67.3,few clouds,6.4667,12.6333,No hotel found
405,Tautira,PF,80.35,few clouds,-17.7333,-149.15,No hotel found
407,Jiazi,CN,60.28,overcast clouds,22.8779,116.067,No hotel found
408,Rawson,AR,72.52,clear sky,-43.3002,-65.1023,Hotel Deportivo
409,Manavalakurichi,IN,74.21,overcast clouds,8.1333,77.3,No hotel found
410,Emba,KZ,29.71,overcast clouds,48.8264,58.1442,No hotel found
411,Kinablangan,PH,77.04,overcast clouds,7.6947,126.5503,No hotel found
412,Labuhan,ID,79.05,overcast clouds,-6.8844,112.2051,No hotel found
413,Nemuro,JP,20.86,overcast clouds,43.3236,145.575,イーストハーバーホテル
414,Varna,BG,47.88,clear sky,43.2167,27.9167,Хотел Графит
415,Dongsheng,CN,12.04,clear sky,39.8161,109.9776,Meimei hotel
416,Kailua,US,83.89,scattered clouds,21.4022,-157.7394,No hotel found
417,Mount Gambier,AU,72.36,few clouds,-37.8333,140.7667,The Old Mount Gambier Gaol
418,Kavieng,PG,84.27,broken clouds,-2.5744,150.7967,Kavieng Hotel
419,Severo-Kurilsk,RU,28.45,light snow,50.6789,156.125,"""Дом рыбака"""
420,Mount Isa,AU,80.37,overcast clouds,-20.7333,139.5,Ibis Styles
421,Toamasina,MG,73.4,scattered clouds,-18.1667,49.3833,Androranga
422,Trinidad,BO,75.72,overcast clouds,-14.8333,-64.9,Hotel Palace
423,Nioro,GM,75.94,broken clouds,13.35,-15.75,No hotel found
424,Sorong,ID,82.31,overcast clouds,-0.8833,131.25,Hotel Membramo Marina
425,Nantucket,US,46.51,clear sky,41.2835,-70.0995,No hotel found
426,Plettenberg Bay,ZA,66.47,scattered clouds,-34.0527,23.3716,Milkwood Manor
427,Grakhovo,RU,31.42,light snow,56.0502,51.9676,Гостиница
428,Hualmay,PE,71.38,broken clouds,-11.0964,-77.6139,Hotel Mi Choacan
429,Kunzelsau,DE,54.32,broken clouds,49.2819,9.6889,Zum Wilden Mann
430,Cedar City,US,30.4,mist,37.6775,-113.0619,Baymont Inn & Suites
431,Rodino,RU,7.95,overcast clouds,52.5,80.25,No hotel found
432,Gandiaye,SN,75.31,scattered clouds,14.2333,-16.2667,No hotel found
433,Pathein,MM,61.99,broken clouds,16.7833,94.7333,Taan Taan Ta
434,Louga,RU,27.57,scattered clouds,58.7372,29.8453,Луга
435,Bull Savanna,JM,73.83,scattered clouds,17.8868,-77.5902,Junction Guest House
436,Mao,ES,57.76,scattered clouds,39.8885,4.2658,Eurohotel
438,Clarksburg,US,57.65,overcast clouds,39.2807,-80.3445,Parsons Hotel
439,Klaksvik,FO,31.12,scattered clouds,62.2266,-6.589,Hotel Klaksvik
440,Porto Novo,BJ,76.82,broken clouds,6.4965,2.6036,Hôtel 6500 CFA
441,Bani,DO,76.86,clear sky,18.2833,-70.3333,HOTEL GLAMOURS
442,Durban,ZA,70.72,clear sky,-29.8579,31.0292,Tudor
443,Saint-Augustin,CA,21.4,overcast clouds,51.226,-58.6502,No hotel found
444,Cap Malheureux,MU,72.46,scattered clouds,-19.9842,57.6142,Cape Garden
446,Tucuma,BR,76.14,overcast clouds,-0.1833,-50.05,No hotel found
447,Krasnogorsk,RU,39.25,snow,55.8225,37.3181,Академия
448,Ixtapa,MX,76.23,clear sky,20.7,-105.2,No hotel found
449,Hanzhong,CN,39.61,overcast clouds,33.0728,107.0303,汉庭酒店
450,Kroya,ID,77.99,overcast clouds,-7.6331,109.2461,Setia Hotel
451,Laguna,US,59.76,clear sky,38.421,-121.4238,Holiday Inn Express & Suites
453,Linxia,CN,20.73,broken clouds,35.6003,103.2064,如家酒店
454,Truro,GB,47.48,scattered clouds,50.2653,-5.0544,Mannings Hotel
455,Eirunepe,BR,70.59,overcast clouds,-6.6603,-69.8736,No hotel found
456,Petropavlovsk-Kamchatskiy,RU,16.39,light shower snow,53.0452,158.6483,ООО Постоялый двор
457,Chipinge,ZW,59.77,broken clouds,-20.1883,32.6236,No hotel found
458,Buta,CD,76.23,broken clouds,2.7858,24.73,Hôtel Rubi
459,Kuryk,KZ,43.45,overcast clouds,43.2,51.65,Kuryk
460,Sabha,LY,50.59,clear sky,27.0377,14.4283,فندق الكاظم-سبها
461,Tolmin,SI,52.9,overcast clouds,46.183,13.7332,Hotel Dvorac
462,Cururupu,BR,74.5,broken clouds,-1.8283,-44.8683,No hotel found
463,Pokrovsk,UA,42.57,broken clouds,48.282,37.1758,Дружба
464,Esil,KZ,22.06,overcast clouds,51.9556,66.4042,Рахат
465,Sinnamary,GF,75.45,overcast clouds,5.3833,-52.95,Hôtel du fleuve
466,Virginia Beach,US,56.03,clear sky,36.8529,-75.978,Beach Spa Bed & Breakfast
467,Alexandria,EG,61.0,light rain,31.2156,29.9553,Smoha Zahran Haus (7th floor)
468,Ambikapur,IN,47.07,clear sky,23.1167,83.2,No hotel found
469,Grand-Couronne,FR,56.44,overcast clouds,49.3556,1.0065,No hotel found
470,Pocone,BR,81.5,overcast clouds,-16.2567,-56.6228,Andirah
471,Koulamoutou,GA,72.07,overcast clouds,-1.1303,12.4736,Hôtel Biki
472,Saint George,US,46.99,broken clouds,37.1041,-113.5841,"The Advenire, an Autograph Collection Hotel"
473,The Hammocks,US,77.02,clear sky,25.6715,-80.4445,TownePlace Suites Miami Kendall West
474,Nuuk,GL,5.13,overcast clouds,64.1835,-51.7216,Nordbo
475,Bud,US,50.92,overcast clouds,39.447,-86.1758,No hotel found
477,Usinsk,RU,3.33,light snow,65.9939,57.5281,общежитие Лукойл-Коми
478,Kendari,ID,78.85,overcast clouds,-3.945,122.4989,City Hotel Kendari
479,Joshimath,IN,36.99,clear sky,30.5667,79.5667,Snow Crest Hotel
480,Pachino,IT,56.46,clear sky,36.7186,15.0907,Hotel Celeste
481,Zhezkazgan,KZ,19.96,overcast clouds,47.8043,67.7144,KENGIR
482,Tahta,EG,54.07,clear sky,26.7693,31.5021,No hotel found
483,Gore,NZ,75.09,scattered clouds,-46.1028,168.9436,No hotel found
484,Christchurch,NZ,72.41,few clouds,-43.5333,172.6333,Ibis Hotel Christchurch
486,Sao Borja,BR,72.95,moderate rain,-28.6606,-56.0044,Hotel Obino
487,Pierre,US,27.86,clear sky,44.3683,-100.351,Quality Inn
488,Bocana De Paiwas,NI,72.14,few clouds,12.7857,-85.1227,No hotel found
489,Ancud,CL,54.95,broken clouds,-41.8697,-73.8203,Cabañas
490,Sur,OM,72.84,few clouds,22.5667,59.5289,Sur Hotel
491,Gao,ML,60.62,clear sky,16.6362,1.637,No hotel found
492,Tabuk,PH,72.66,overcast clouds,17.4189,121.4443,Davidson Hotel
493,La Libertad,EC,74.61,overcast clouds,-2.2333,-80.9,Hotel Mar Caribe
494,Namibe,AO,74.43,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
496,Khash,IR,39.9,clear sky,28.2211,61.2158,No hotel found
497,Quatre Cocos,MU,72.09,clear sky,-20.2078,57.7625,Horisun
499,Bathsheba,BB,75.81,light rain,13.2167,-59.5167,Atlantis Hotel
500,The Valley,AI,78.66,few clouds,18.217,-63.0578,CeBlue
501,Salta,AR,71.58,scattered clouds,-24.7859,-65.4117,Ayres de Salta Hotel
502,Ugoofaaru,MV,79.38,overcast clouds,5.6667,73.0,No hotel found
503,Morro Bay,US,59.38,clear sky,35.3658,-120.8499,Ascot Suites
504,Plyussa,RU,27.82,clear sky,58.4308,29.3654,Комфорт
506,Pemberton,CA,35.29,overcast clouds,50.3164,-122.8027,Pemberton Gateway Village Suites Hotel
507,Lagunas,PE,74.34,overcast clouds,-5.2269,-75.6753,Hospedaje Eco
508,Magadi,IN,62.76,broken clouds,12.9667,77.2333,Udupi Upahara
509,Shenzhen,CN,67.14,overcast clouds,22.5455,114.0683,Shenzhen International Elite Hotel
510,Aguimes,ES,61.66,clear sky,27.9054,-15.4461,Hotel Villa de Agüimes
512,Sarh,TD,69.71,clear sky,9.1429,18.3923,فندق سفاري
513,Lufilufi,WS,87.58,overcast clouds,-13.8745,-171.5986,No hotel found
514,Spirit River,CA,19.83,overcast clouds,55.7833,-118.8361,No hotel found
515,Tura,IN,54.09,clear sky,25.5198,90.2201,No hotel found
516,Zhanjiang,CN,60.24,overcast clouds,21.2815,110.3427,中英国际酒店
517,Pokaran,IN,54.5,clear sky,26.9167,71.9167,Pokaran Desert Resort
518,Moose Factory,CA,12.2,overcast clouds,51.2585,-80.6094,Cree Village Ecolodge
519,Nabire,ID,84.9,overcast clouds,-3.3667,135.4833,Hotel Anggrek
520,Krizevci,HR,47.79,scattered clouds,46.0219,16.5425,Hotel Kalnik
521,Watertown,US,45.0,few clouds,42.3709,-71.1828,Four Points by Sheraton Boston Newton
522,Vila Velha,BR,76.95,broken clouds,-20.3297,-40.2925,Hotel Prainha
523,Arequipa,PE,53.67,fog,-16.3989,-71.535,Casa Andina
524,Varzea Grande,BR,80.47,scattered clouds,-15.6467,-56.1325,Slaviero Slim Aeroporto
525,Lanzhou,CN,25.66,scattered clouds,36.0564,103.7922,西园宾馆
526,Inhambane,MZ,73.98,broken clouds,-23.865,35.3833,Hotel de Inhambane
527,Puerto Penasco,MX,62.46,broken clouds,31.3167,-113.5333,Hotel Paraíso Del Desierto
528,Mareeba,AU,81.48,light rain,-17.0,145.4333,The Gateway Hotel
529,Tiarei,PF,86.02,scattered clouds,-17.5333,-149.3333,No hotel found
530,Boundiali,CI,67.75,clear sky,9.5217,-6.4869,No hotel found
531,Flinders,AU,82.18,clear sky,-34.5833,150.8552,No hotel found
533,Matara,LK,72.05,overcast clouds,5.9485,80.5353,Villa Palm Breeze
535,Koumac,NC,80.87,few clouds,-20.5667,164.2833,Monitel Koumac
536,Camopi,GF,72.1,overcast clouds,3.1655,-52.3158,Chez Lucia
537,Chapais,CA,17.38,broken clouds,49.7834,-74.8492,No hotel found
538,Ginda,IN,37.0,clear sky,30.6945,78.4932,No hotel found
539,Mayumba,GA,75.61,moderate rain,-3.432,10.6554,Résidence Hôtelière Fabso
540,Grindavik,IS,30.67,snow,63.8424,-22.4338,The Retreat at Blue Lagoon Iceland
541,Cedral,MX,65.82,scattered clouds,23.8,-100.7333,No hotel found
542,Tocopilla,CL,69.48,scattered clouds,-22.092,-70.1979,hotel Isidora
543,Najran,SA,56.05,broken clouds,17.4924,44.1277,No hotel found
544,Mitsamiouli,KM,79.93,overcast clouds,-11.3847,43.2844,Hotel le Paradis
546,Zamora,EC,68.52,moderate rain,-4.0692,-78.9567,Hotel Gomar
547,Fomboni,KM,81.5,overcast clouds,-12.28,43.7425,Mohéli La Plage
548,Waipawa,NZ,60.76,overcast clouds,-41.4122,175.5153,No hotel found
550,Jinchang,CN,18.99,scattered clouds,38.4953,102.1739,No hotel found
551,Kidal,ML,58.73,clear sky,18.4411,1.4078,No hotel found
552,Coahuayana,MX,73.65,clear sky,18.7333,-103.6833,No hotel found
553,Obo,CF,71.92,clear sky,5.3998,26.4869,No hotel found
555,Invermere,CA,12.96,broken clouds,50.5167,-116.0354,Windermere Point
556,Tombouctou,ML,61.34,clear sky,20.0,-3.0,No hotel found
557,Nassogne,BE,55.36,light rain,50.1285,5.3427,No hotel found
558,Inirida,CO,74.21,broken clouds,3.8653,-67.9239,Residencias El Turista del Guainia
559,Krasnystaw,PL,46.6,overcast clouds,50.9846,23.1742,Staromiejski
560,Tonekabon,IR,50.2,clear sky,36.8163,50.8738,ساختمان پارسیان ۲
561,Pacific Grove,US,59.88,clear sky,36.6177,-121.9166,Pacific Grove Inn
562,Palu,ID,85.87,overcast clouds,-0.8917,119.8707,Ujung Pandang Hotel
563,Gamba,GA,75.65,moderate rain,-2.65,10.0,No hotel found
565,Husavik,IS,21.06,overcast clouds,66.0449,-17.3389,Fosshótel Húsavík
566,Cornereva,RO,48.38,few clouds,45.0667,22.4167,No hotel found
567,Ikalamavony,MG,67.98,overcast clouds,-21.15,46.5833,No hotel found
568,Burnie,AU,75.94,broken clouds,-41.0667,145.9167,Burnie Central TownHouse Hotel
569,Sola,VU,83.07,light rain,-13.8833,167.55,No hotel found
570,Texarkana,US,70.02,clear sky,33.4251,-94.0477,Scottish Inns & Suites
571,Shimoda,JP,50.36,broken clouds,34.6667,138.95,ホテルウラガ
572,Santander,ES,53.58,light rain,43.4647,-3.8044,Los Caracoles
573,Fairbanks,US,15.76,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel
574,Nioaque,BR,81.18,scattered clouds,-21.1353,-55.83,Hotel de Trânsito Oficiais
575,Ruston,US,66.58,overcast clouds,32.5232,-92.6379,No hotel found
577,Gasa,PS,59.88,scattered clouds,31.5,34.4667,مسجد الفتح المبين
578,Palmerston North,NZ,72.75,overcast clouds,-40.35,175.6167,The Empire Hotel
579,Ketchikan,US,46.87,overcast clouds,55.3422,-131.6461,Cape Fox Lodge
580,San Cristobal,VE,66.38,scattered clouds,7.7669,-72.225,Terra Sur
581,Rafaela,AR,74.98,clear sky,-31.2503,-61.4867,Toscano
582,Bac Lieu,VN,74.03,overcast clouds,9.285,105.7244,Khách sạn Bạc Liêu
583,Bergneustadt,DE,55.81,overcast clouds,51.0333,7.65,Hotel Phoenix
585,Acari,PE,72.48,overcast clouds,-15.4311,-74.6158,No hotel found
586,Twin Falls,US,26.94,overcast clouds,42.3505,-114.6445,No hotel found
587,Biltine,TD,63.34,clear sky,14.5333,20.9167,فندق ثلاث نجوم بلتن
588,Luangwa,ZM,69.78,overcast clouds,-15.6167,30.4167,No hotel found
589,Magadan,RU,13.53,overcast clouds,59.5667,150.8,Гостиница «ВМ-Центр»
590,Wyndham,US,53.11,clear sky,37.6985,-77.6125,Hilton Richmond Hotel & Spa/Short Pump
591,Malatya,TR,33.08,clear sky,38.5,38.0,No hotel found
592,Nueve De Julio,AR,63.97,clear sky,-35.4444,-60.8831,Hotel Madrid
593,Iquitos,PE,78.84,few clouds,-3.7481,-73.2472,Marfil del Amazonas
595,Calbuco,CL,58.21,scattered clouds,-41.768,-73.1273,Hotel Colonial
596,Tyulyachi,RU,32.54,snow,55.8913,50.2399,No hotel found
597,Araouane,ML,62.65,clear sky,18.9048,-3.5265,No hotel found
598,San Ramon De La Nueva Oran,AR,88.43,overcast clouds,-23.1322,-64.326,Alto Verde
599,Jurm,AF,19.08,clear sky,36.8648,70.8342,No hotel found
600,Rabo De Peixe,PT,56.71,scattered clouds,37.8,-25.5833,Pico do Refugio
601,Kensington,AU,86.02,few clouds,-33.9167,151.2167,Meriton Serviced Apartments Zetland
602,Erdemli,TR,55.76,clear sky,36.605,34.3084,No hotel found
603,Trincomalee,LK,78.01,overcast clouds,8.5711,81.2335,Silver Star Inn
605,Woodward,US,49.23,clear sky,36.4337,-99.3904,Sands Inn
606,Zharkent,KZ,13.21,scattered clouds,44.1628,80.0,Hotel (good)
607,Nhulunbuy,AU,77.61,light rain,-12.2333,136.7667,No hotel found
608,Atar,MR,70.54,clear sky,20.5169,-13.0499,فندق سكليل
609,Midland,US,70.47,clear sky,31.9974,-102.0779,DoubleTree by Hilton Hotel Midland Plaza
610,Cayenne,GF,73.44,overcast clouds,4.9333,-52.3333,Central Hôtel
611,Shingu,JP,49.82,few clouds,33.7333,135.9833,ホテルニューパレス
612,Lukovetskiy,RU,25.68,overcast clouds,64.2956,41.9211,No hotel found
613,Denpasar,ID,82.06,scattered clouds,-8.65,115.2167,Hotel Candra Adiguna
614,Tulum,MX,74.28,broken clouds,20.2167,-87.4667,No hotel found
615,Ormara,PK,66.54,few clouds,25.2088,64.6357,No hotel found
616,Patan,NP,44.98,mist,27.6667,85.3333,Hotel Goodwill
617,Paine,CL,78.3,clear sky,-33.8167,-70.75,No hotel found
618,Luba,GQ,80.19,broken clouds,3.4568,8.5547,Hotel Jones
619,Gympie,AU,83.64,scattered clouds,-26.1898,152.665,No hotel found
621,Tual,ID,83.73,overcast clouds,-5.6667,132.75,Suita
622,Jensen Beach,US,76.08,scattered clouds,27.2545,-80.2298,Caribbean Shores Waterfront Resort
623,Finnsnes,NO,29.75,light snow,69.2296,17.9811,Senja hotell
624,Maputo,MZ,67.68,few clouds,-25.9653,32.5892,Mozaika
625,Mangochi,MW,69.6,few clouds,-14.4782,35.2645,Fort Johnson Lodge
626,Sattahip,TH,78.98,scattered clouds,12.6664,100.9007,blue warehouse home
627,Makato,PH,78.12,overcast clouds,11.712,122.2922,No hotel found
628,Srandakan,ID,79.77,overcast clouds,-7.9386,110.2506,No hotel found
629,Sorland,NO,42.66,overcast clouds,67.667,12.6934,Fagmek Resorts
630,Mackenzie,CA,30.42,broken clouds,55.2999,-123.1698,No hotel found
631,Micheweni,TZ,79.7,clear sky,-4.9667,39.8333,No hotel found
632,Xiangxiang,CN,42.98,overcast clouds,27.7333,112.5333,No hotel found
633,Molteno,ZA,60.03,clear sky,-31.3968,26.3625,No hotel found
634,Yuryev-Polskiy,RU,33.93,light snow,56.5,39.6833,Юрьевская
635,Pizarro,CO,74.89,light rain,4.9533,-77.366,No hotel found
636,Gebze,TR,40.15,clear sky,40.8028,29.4307,Somya Otel
637,Bonthe,SL,77.79,clear sky,7.5264,-12.505,No hotel found
638,Rimouski,CA,30.38,overcast clouds,48.4488,-68.524,Hôtel St-Germain Rimouski
639,Ishigaki,JP,64.53,light intensity shower rain,24.3448,124.1572,アートホテル石垣島
640,Roebourne,AU,93.36,scattered clouds,-20.7833,117.1333,No hotel found
641,Sistranda,NO,26.56,overcast clouds,63.7256,8.834,Hotell Frøya
642,Yavatmal,IN,58.59,clear sky,20.4,78.1333,Hotel Gyansons
644,San Luis,AR,65.7,clear sky,-33.295,-66.3356,Hotel Dos Venados
645,Roanoke,US,56.88,overcast clouds,37.271,-79.9414,Hampton Inn & Suites Roanoke - Downtown
646,Sabzevar,IR,33.87,clear sky,36.2126,57.6819,مامورسرا مخابرات سبزوار
647,Kavaratti,IN,81.64,scattered clouds,10.5669,72.642,No hotel found
648,Troitskoye,RU,12.15,overcast clouds,52.9821,84.6757,Березка
649,Contai,IN,63.68,clear sky,21.7786,87.7536,No hotel found
650,Hamina,FI,27.68,clear sky,60.5697,27.1979,Seurahuone
651,Beasain,ES,56.48,overcast clouds,43.0502,-2.2009,Hotel Beasain
652,Shediac,CA,34.36,mist,46.2198,-64.5411,Hotel Shediac
653,Kibre Mengist,ET,52.9,few clouds,5.8833,38.9833,Ochee Hotel
654,Waingapu,ID,84.6,overcast clouds,-9.6567,120.2641,HOTEL SANDLEWOOD
656,Cooma,AU,87.26,few clouds,-36.2333,149.1333,Royal Hotel
657,Puerto Escondido,MX,78.08,clear sky,15.85,-97.0667,Hotel Barlovento
658,Mayor Pablo Lagerenza,PY,86.52,overcast clouds,-19.9309,-60.7718,No hotel found
659,Kahului,US,81.97,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
660,Springdale,US,59.13,clear sky,36.1867,-94.1288,Super 8 by Wyndham Springdale AR
661,Dali,CN,40.03,clear sky,25.7,100.1833,风花雪月大酒店
662,Yuancheng,CN,24.13,broken clouds,36.652,107.7896,No hotel found
663,Pitimbu,BR,77.59,broken clouds,-7.4706,-34.8086,Pousada Brisa Mar
664,Naze,JP,58.12,clear sky,28.3667,129.4833,ビジネス旅館畠山
665,Saint-Pierre,RE,74.88,clear sky,-21.3393,55.4781,Tropic Hotel
667,San Felipe,VE,69.24,broken clouds,10.3399,-68.7425,No hotel found
668,Basco,PH,76.73,overcast clouds,20.4487,121.9702,Tawsen Hotel
669,Kathu,TH,80.69,broken clouds,7.9178,98.3332,Tinidee Hotel
670,Fonte Boa,BR,71.13,overcast clouds,-2.4959,-66.2662,No hotel found
671,Altay,CN,16.0,snow,47.8667,88.1167,Sunshine Holiday Hotel
672,Vestmanna,FO,29.32,scattered clouds,62.1564,-7.1664,No hotel found
673,Sabang,ID,80.47,scattered clouds,5.8933,95.3214,Sabang Hill
674,Flin Flon,CA,10.24,overcast clouds,54.7682,-101.865,Copperbelt Hotel
676,Pisco,PE,72.01,clear sky,-13.7,-76.2167,La Portada
678,Morrope,PE,69.91,broken clouds,-6.5417,-80.0111,No hotel found
679,Ostrovnoy,RU,23.49,light snow,68.0531,39.5131,No hotel found
680,Taman,RU,50.25,broken clouds,45.2117,36.7161,Волна
681,Pojuca,BR,71.02,broken clouds,-12.4231,-38.326,Pojuca Plaza Hotel
682,Hagdan,PH,78.93,light rain,11.3333,123.9,No hotel found
683,Joetsu,JP,39.11,overcast clouds,37.1483,138.2364,上越シティホテル
684,Sao Gabriel Da Cachoeira,BR,71.67,overcast clouds,-0.1303,-67.0892,Casa de Hóspedes do CFRN/5ºBIS
